true_multi_label,predicted_multi_label
omim,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
nct,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
metagenomics,biosamples;ena;eudract;mint;nct;prode
hipsci,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
brenda,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
uniprot,alphafold;biosamples;cellosaurus;dbgap;ebisc;ena;ensembl;eudract;gisaid;go;hgnc;hpa;metabolights;mint;nct;omim;prode;reactome;refseq;refsnp;rrid;uniparc;uniprot
dbgap,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
eudract,eudract;nct;prode;refsnp
prode,
treefam,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ena,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
emdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
uniprot,alphafold;biosamples;eudract;nct;prode;refseq;refsnp
geo,alphafold;arrayexpress;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
ena,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
doi,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
go,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
metabolights,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
go,alphafold;arrayexpress;bia;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
rfam,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
pdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
arrayexpress,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
pdb,
doi,alphafold;bioproject;chembl;dbgap;ena;gisaid;hgnc;mint;pdb;prode;reactome;refseq;uniparc;uniprot
arrayexpress,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
metagenomics,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
emdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
interpro,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
omim,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
bioproject,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
metabolights,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
cath,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
intact,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
bioproject,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
omim,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
go,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
pdb,arrayexpress;bia;biomodels;bioproject;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;go;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;protein_structures;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
cath,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
gca,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
protein_structures,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
dbgap,dbgap;ensembl;eudract;hgnc;mint;nct;omim;orphadata;prode;reactome;refseq;refsnp
nct,alphafold;arrayexpress;bioproject;biosamples;biostudies;brenda;cellosaurus;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rnacentral;rrid;treefam;uniparc;uniprot
hgnc,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
go,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
pdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
pdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
uniparc,
chebi,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
metabolights,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
emdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
cellosaurus,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
uniprot,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ena,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
protein_structures,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
hpa,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
orphadata,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
metabolights,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
protein_structures,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
hipsci,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
metagenomics,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ebisc,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
empiar,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
geo,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
